,latitude,longitude,updated_type,updated_subtype,hour,count
3017,41.98,-87.79,Jam,Unclassified,21:00,51
3018,41.98,-87.79,Jam,Unclassified,23:00,41
3019,41.98,-87.78,Accident,Minor,12:00,3
3020,41.98,-87.78,Accident,Unclassified,15:00,14
3021,41.98,-87.78,Accident,Unclassified,19:00,22
3022,41.98,-87.78,Jam,Heavy Traffic,00:00,156
3023,41.98,-87.78,Jam,Heavy Traffic,10:00,52
3024,41.98,-87.78,Jam,Heavy Traffic,11:00,120
3025,41.98,-87.78,Jam,Heavy Traffic,15:00,160
3026,41.98,-87.78,Jam,Heavy Traffic,16:00,155
3027,41.98,-87.78,Jam,Heavy Traffic,17:00,216
3028,41.98,-87.78,Jam,Heavy Traffic,18:00,206
3029,41.98,-87.78,Jam,Heavy Traffic,19:00,187
3030,41.98,-87.78,Jam,Heavy Traffic,23:00,216
3031,41.98,-87.78,Jam,Moderate Traffic,12:00,8
3032,41.98,-87.78,Jam,Moderate Traffic,15:00,7
3033,41.98,-87.78,Jam,Stand Still Traffic,00:00,104
3034,41.98,-87.78,Jam,Stand Still Traffic,11:00,78
3035,41.98,-87.78,Jam,Stand Still Traffic,15:00,153
3036,41.98,-87.78,Jam,Stand Still Traffic,16:00,131
3037,41.98,-87.78,Jam,Stand Still Traffic,17:00,135
3038,41.98,-87.78,Jam,Stand Still Traffic,18:00,127
3039,41.98,-87.78,Jam,Stand Still Traffic,19:00,161
3040,41.98,-87.78,Jam,Stand Still Traffic,23:00,191
3041,41.98,-87.78,Jam,Unclassified,00:00,38
3042,41.98,-87.78,Jam,Unclassified,01:00,20
3043,41.98,-87.78,Jam,Unclassified,11:00,40
3044,41.98,-87.78,Jam,Unclassified,15:00,57
3045,41.98,-87.78,Jam,Unclassified,16:00,53
3046,41.98,-87.78,Jam,Unclassified,17:00,41
3047,41.98,-87.78,Jam,Unclassified,18:00,50
3048,41.98,-87.78,Jam,Unclassified,23:00,43
3049,41.98,-87.77,Jam,Moderate Traffic,04:00,2
3050,41.98,-87.76,Jam,Moderate Traffic,04:00,2
3051,41.98,-87.75,Accident,Unclassified,18:00,19
3052,41.98,-87.75,Hazard,Shoulder Hazards,23:00,166
3053,41.98,-87.75,Hazard,Weather Hazards,00:00,4
3054,41.98,-87.75,Jam,Heavy Traffic,00:00,110
3055,41.98,-87.75,Jam,Heavy Traffic,11:00,109
3056,41.98,-87.75,Jam,Heavy Traffic,16:00,147
3057,41.98,-87.75,Jam,Heavy Traffic,19:00,193
3058,41.98,-87.75,Jam,Heavy Traffic,22:00,233
3059,41.98,-87.75,Jam,Moderate Traffic,04:00,3
3060,41.98,-87.75,Jam,Moderate Traffic,13:00,7
3061,41.98,-87.75,Jam,Moderate Traffic,14:00,7
3062,41.98,-87.75,Jam,Moderate Traffic,21:00,8
3063,41.98,-87.75,Jam,Stand Still Traffic,00:00,118
3064,41.98,-87.75,Jam,Stand Still Traffic,01:00,37
3065,41.98,-87.75,Jam,Stand Still Traffic,11:00,104
3066,41.98,-87.75,Jam,Stand Still Traffic,15:00,117
3067,41.98,-87.75,Jam,Stand Still Traffic,16:00,138
3068,41.98,-87.75,Jam,Stand Still Traffic,17:00,150
3069,41.98,-87.75,Jam,Stand Still Traffic,18:00,158
3070,41.98,-87.75,Jam,Stand Still Traffic,19:00,179
3071,41.98,-87.75,Jam,Stand Still Traffic,20:00,247
3072,41.98,-87.75,Jam,Stand Still Traffic,21:00,255
3073,41.98,-87.75,Jam,Stand Still Traffic,22:00,287
3074,41.98,-87.75,Jam,Stand Still Traffic,23:00,234
3075,41.98,-87.75,Jam,Unclassified,11:00,32
3076,41.98,-87.75,Jam,Unclassified,14:00,43
3077,41.98,-87.75,Jam,Unclassified,16:00,41
3078,41.98,-87.75,Jam,Unclassified,17:00,44
3079,41.98,-87.75,Jam,Unclassified,20:00,51
3080,41.98,-87.75,Jam,Unclassified,22:00,62
3081,41.98,-87.73,Jam,Moderate Traffic,02:00,3
3082,41.98,-87.72,Road Closures,Construction,12:00,1
3083,41.98,-87.71,Road Closures,Construction,14:00,1
3084,41.98,-87.69,Hazard,Road Hazards,13:00,78
3085,41.98,-87.69,Hazard,Road Hazards,17:00,70
3086,41.98,-87.69,Hazard,Road Hazards,23:00,73
3087,41.98,-87.69,Jam,Moderate Traffic,00:00,9
3088,41.98,-87.68,Hazard,Weather Hazards,00:00,4
3089,41.98,-87.67,Hazard,Unclassified,19:00,10
3090,41.98,-87.67,Hazard,Unclassified,20:00,3
3091,41.98,-87.67,Hazard,Weather Hazards,23:00,5
3092,41.98,-87.66,Jam,Heavy Traffic,12:00,163
3093,41.98,-87.66,Jam,Moderate Traffic,01:00,5
3094,41.98,-87.66,Jam,Stand Still Traffic,12:00,208
3095,41.98,-87.66,Jam,Stand Still Traffic,14:00,127
3096,41.98,-87.66,Road Closures,Construction,16:00,1
3097,41.98,-87.66,Road Closures,Event-Related Closure,00:00,7
3098,41.98,-87.66,Road Closures,Event-Related Closure,11:00,4
3099,41.98,-87.66,Road Closures,Event-Related Closure,20:00,8
3100,41.98,-87.66,Road Closures,Event-Related Closure,21:00,6
3101,41.98,-87.66,Road Closures,Hazard-Related Closure,21:00,2
3102,41.98,-87.66,Road Closures,Unclassified,14:00,23
3103,41.98,-87.65,Hazard,Unclassified,19:00,13
3104,41.99,-87.93,Hazard,Unclassified,06:00,4
3105,41.99,-87.88,Hazard,Unclassified,14:00,3
3106,41.99,-87.88,Hazard,Unclassified,16:00,5
3107,41.99,-87.88,Hazard,Unclassified,17:00,4
3108,41.99,-87.82,Hazard,Unclassified,00:00,10
3109,41.99,-87.82,Hazard,Unclassified,01:00,23
3110,41.99,-87.82,Hazard,Unclassified,02:00,17
3111,41.99,-87.82,Hazard,Unclassified,03:00,14
3112,41.99,-87.82,Hazard,Unclassified,04:00,10
3113,41.99,-87.82,Hazard,Unclassified,05:00,12
3114,41.99,-87.82,Hazard,Unclassified,06:00,9
3115,41.99,-87.82,Hazard,Unclassified,09:00,6
3116,41.99,-87.82,Hazard,Unclassified,10:00,11
3117,41.99,-87.82,Hazard,Unclassified,11:00,4
3118,41.99,-87.82,Hazard,Unclassified,13:00,14
3119,41.99,-87.82,Hazard,Unclassified,14:00,10
3120,41.99,-87.82,Hazard,Unclassified,15:00,21
3121,41.99,-87.82,Hazard,Unclassified,16:00,13
3122,41.99,-87.82,Hazard,Unclassified,17:00,15
3123,41.99,-87.82,Hazard,Unclassified,18:00,14
3124,41.99,-87.82,Hazard,Unclassified,20:00,12
3125,41.99,-87.82,Hazard,Unclassified,21:00,22
3126,41.99,-87.82,Hazard,Unclassified,22:00,8
3127,41.99,-87.82,Hazard,Unclassified,23:00,19
3128,41.99,-87.81,Hazard,Unclassified,00:00,4
3129,41.99,-87.81,Hazard,Unclassified,01:00,11
3130,41.99,-87.81,Hazard,Unclassified,04:00,7
3131,41.99,-87.81,Hazard,Unclassified,05:00,8
3132,41.99,-87.81,Hazard,Unclassified,10:00,8
3133,41.99,-87.81,Hazard,Unclassified,12:00,6
3134,41.99,-87.81,Hazard,Unclassified,14:00,4
3135,41.99,-87.81,Hazard,Unclassified,15:00,8
3136,41.99,-87.81,Hazard,Unclassified,16:00,12
3137,41.99,-87.81,Hazard,Unclassified,17:00,5
3138,41.99,-87.81,Hazard,Unclassified,18:00,5
3139,41.99,-87.81,Hazard,Unclassified,20:00,4
3140,41.99,-87.81,Hazard,Unclassified,21:00,12
3141,41.99,-87.81,Hazard,Unclassified,22:00,7
3142,41.99,-87.81,Hazard,Unclassified,23:00,11
3143,41.99,-87.75,Accident,Minor,03:00,3
3144,41.99,-87.75,Hazard,Unclassified,18:00,5
3145,41.99,-87.75,Jam,Moderate Traffic,02:00,3
3146,41.99,-87.75,Road Closures,Hazard-Related Closure,01:00,1
3147,41.99,-87.72,Road Closures,Hazard-Related Closure,00:00,1
3148,41.99,-87.71,Hazard,Road Hazards,02:00,41
3149,41.99,-87.71,Hazard,Weather Hazards,12:00,6
3150,41.99,-87.71,Jam,Moderate Traffic,01:00,5
3151,41.99,-87.69,Hazard,Unclassified,20:00,12
3152,41.99,-87.69,Jam,Moderate Traffic,05:00,2
3153,41.99,-87.68,Road Closures,Construction,15:00,1
3154,41.99,-87.67,Hazard,Unclassified,20:00,8
3155,41.99,-87.67,Road Closures,Construction,14:00,2
3156,41.99,-87.66,Hazard,Road Hazards,12:00,71
3157,41.99,-87.66,Hazard,Road Hazards,13:00,107
3158,41.99,-87.66,Hazard,Road Hazards,14:00,123
3159,41.99,-87.66,Hazard,Road Hazards,15:00,100
3160,41.99,-87.66,Hazard,Road Hazards,16:00,92
3161,41.99,-87.66,Hazard,Road Hazards,17:00,77
3162,41.99,-87.66,Hazard,Road Hazards,18:00,102
3163,41.99,-87.66,Hazard,Road Hazards,19:00,84
3164,41.99,-87.66,Hazard,Weather Hazards,00:00,9
3165,41.99,-87.66,Hazard,Weather Hazards,10:00,6
3166,41.99,-87.66,Hazard,Weather Hazards,12:00,11
3167,41.99,-87.66,Hazard,Weather Hazards,13:00,8
3168,41.99,-87.66,Hazard,Weather Hazards,15:00,6
3169,41.99,-87.66,Hazard,Weather Hazards,16:00,4
3170,41.99,-87.66,Jam,Heavy Traffic,12:00,218
3171,41.99,-87.66,Jam,Heavy Traffic,19:00,237
3172,41.99,-87.66,Jam,Stand Still Traffic,00:00,81
3173,41.99,-87.66,Jam,Stand Still Traffic,12:00,275
3174,41.99,-87.66,Jam,Stand Still Traffic,14:00,115
3175,41.99,-87.66,Jam,Stand Still Traffic,15:00,113
3176,41.99,-87.66,Jam,Unclassified,12:00,56
3177,41.99,-87.66,Jam,Unclassified,19:00,49
3178,41.99,-87.66,Road Closures,Construction,13:00,1
3179,41.99,-87.66,Road Closures,Event-Related Closure,00:00,12
3180,41.99,-87.66,Road Closures,Hazard-Related Closure,12:00,1
3181,41.99,-87.66,Road Closures,Unclassified,12:00,37
3182,41.99,-87.66,Road Closures,Unclassified,13:00,25
3183,41.99,-87.66,Road Closures,Unclassified,14:00,15
3184,41.99,-87.65,Accident,Minor,19:00,4
3185,42.0,-87.82,Hazard,Unclassified,07:00,4
3186,42.0,-87.82,Hazard,Unclassified,22:00,8
3187,42.0,-87.81,Hazard,Unclassified,20:00,5
3188,42.0,-87.77,Hazard,Unclassified,20:00,3
3189,42.0,-87.7,Road Closures,Construction,16:00,1
3190,42.0,-87.7,Road Closures,Construction,20:00,1
3191,42.0,-87.69,Jam,Moderate Traffic,05:00,2
3192,42.0,-87.68,Hazard,Weather Hazards,09:00,4
3193,42.0,-87.68,Hazard,Weather Hazards,12:00,6
3194,42.0,-87.68,Hazard,Weather Hazards,17:00,4
3195,42.0,-87.67,Road Closures,Construction,00:00,1
3196,42.01,-87.69,Road Closures,Construction,18:00,1
3197,42.01,-87.69,Road Closures,Construction,23:00,1
3198,42.01,-87.68,Road Closures,Construction,15:00,1
3199,42.01,-87.67,Road Closures,Construction,16:00,1
3200,42.01,-87.67,Road Closures,Construction,18:00,1
3201,42.01,-87.66,Hazard,Weather Hazards,01:00,4
