,latitude,longitude,updated_type,updated_subtype,hour,count
2082,41.9,-87.66,Jam,Stand Still Traffic,06:00,7
2083,41.9,-87.66,Jam,Stand Still Traffic,09:00,3
2084,41.9,-87.66,Jam,Stand Still Traffic,16:00,137
2085,41.9,-87.66,Jam,Stand Still Traffic,17:00,141
2086,41.9,-87.66,Jam,Stand Still Traffic,18:00,159
2087,41.9,-87.66,Jam,Stand Still Traffic,19:00,247
2088,41.9,-87.66,Jam,Stand Still Traffic,20:00,433
2089,41.9,-87.66,Jam,Stand Still Traffic,21:00,612
2090,41.9,-87.66,Jam,Stand Still Traffic,22:00,579
2091,41.9,-87.66,Jam,Stand Still Traffic,23:00,326
2092,41.9,-87.66,Jam,Unclassified,00:00,51
2093,41.9,-87.66,Jam,Unclassified,01:00,43
2094,41.9,-87.66,Jam,Unclassified,02:00,40
2095,41.9,-87.66,Jam,Unclassified,03:00,44
2096,41.9,-87.66,Jam,Unclassified,04:00,12
2097,41.9,-87.66,Jam,Unclassified,05:00,4
2098,41.9,-87.66,Jam,Unclassified,06:00,10
2099,41.9,-87.66,Jam,Unclassified,12:00,38
2100,41.9,-87.66,Jam,Unclassified,13:00,41
2101,41.9,-87.66,Jam,Unclassified,14:00,39
2102,41.9,-87.66,Jam,Unclassified,15:00,50
2103,41.9,-87.66,Jam,Unclassified,16:00,47
2104,41.9,-87.66,Jam,Unclassified,17:00,48
2105,41.9,-87.66,Jam,Unclassified,18:00,54
2106,41.9,-87.66,Jam,Unclassified,19:00,79
2107,41.9,-87.66,Jam,Unclassified,20:00,91
2108,41.9,-87.66,Jam,Unclassified,21:00,107
2109,41.9,-87.66,Jam,Unclassified,22:00,83
2110,41.9,-87.66,Jam,Unclassified,23:00,61
2111,41.9,-87.66,Road Closures,Construction,00:00,1
2112,41.9,-87.66,Road Closures,Construction,01:00,1
2113,41.9,-87.66,Road Closures,Construction,06:00,1
2114,41.9,-87.66,Road Closures,Construction,12:00,1
2115,41.9,-87.66,Road Closures,Construction,18:00,2
2116,41.9,-87.66,Road Closures,Construction,20:00,1
2117,41.9,-87.66,Road Closures,Construction,21:00,3
2118,41.9,-87.66,Road Closures,Construction,23:00,2
2119,41.9,-87.66,Road Closures,Event-Related Closure,06:00,2
2120,41.9,-87.66,Road Closures,Unclassified,00:00,34
2121,41.9,-87.66,Road Closures,Unclassified,01:00,26
2122,41.9,-87.66,Road Closures,Unclassified,02:00,15
2123,41.9,-87.66,Road Closures,Unclassified,03:00,14
2124,41.9,-87.66,Road Closures,Unclassified,04:00,16
2125,41.9,-87.66,Road Closures,Unclassified,07:00,4
2126,41.9,-87.66,Road Closures,Unclassified,08:00,1
2127,41.9,-87.66,Road Closures,Unclassified,13:00,26
2128,41.9,-87.66,Road Closures,Unclassified,14:00,44
2129,41.9,-87.66,Road Closures,Unclassified,15:00,38
2130,41.9,-87.66,Road Closures,Unclassified,16:00,40
2131,41.9,-87.66,Road Closures,Unclassified,17:00,43
2132,41.9,-87.66,Road Closures,Unclassified,18:00,34
2133,41.9,-87.66,Road Closures,Unclassified,19:00,46
2134,41.9,-87.66,Road Closures,Unclassified,20:00,37
2135,41.9,-87.66,Road Closures,Unclassified,21:00,51
2136,41.9,-87.66,Road Closures,Unclassified,22:00,44
2137,41.9,-87.66,Road Closures,Unclassified,23:00,51
2138,41.9,-87.65,Jam,Stand Still Traffic,21:00,250
2139,41.9,-87.63,Jam,Unclassified,06:00,3
2140,41.9,-87.63,Road Closures,Unclassified,00:00,17
2141,41.9,-87.63,Road Closures,Unclassified,01:00,14
2142,41.9,-87.63,Road Closures,Unclassified,04:00,5
2143,41.9,-87.63,Road Closures,Unclassified,06:00,5
2144,41.9,-87.63,Road Closures,Unclassified,07:00,7
2145,41.9,-87.63,Road Closures,Unclassified,08:00,1
2146,41.9,-87.63,Road Closures,Unclassified,10:00,3
2147,41.9,-87.63,Road Closures,Unclassified,11:00,10
2148,41.9,-87.63,Road Closures,Unclassified,13:00,24
2149,41.9,-87.63,Road Closures,Unclassified,14:00,19
2150,41.9,-87.63,Road Closures,Unclassified,15:00,28
2151,41.9,-87.63,Road Closures,Unclassified,16:00,33
2152,41.9,-87.63,Road Closures,Unclassified,17:00,34
2153,41.9,-87.63,Road Closures,Unclassified,18:00,35
2154,41.9,-87.63,Road Closures,Unclassified,19:00,27
2155,41.9,-87.63,Road Closures,Unclassified,21:00,30
2156,41.9,-87.63,Road Closures,Unclassified,22:00,31
2157,41.9,-87.63,Road Closures,Unclassified,23:00,18
2158,41.9,-87.62,Accident,Minor,01:00,3
2159,41.9,-87.62,Accident,Minor,02:00,6
2160,41.9,-87.62,Accident,Minor,03:00,4
2161,41.9,-87.62,Accident,Minor,06:00,2
2162,41.9,-87.62,Accident,Minor,07:00,1
2163,41.9,-87.62,Accident,Minor,14:00,6
2164,41.9,-87.62,Accident,Minor,15:00,6
2165,41.9,-87.62,Accident,Minor,16:00,4
2166,41.9,-87.62,Accident,Minor,17:00,8
2167,41.9,-87.62,Accident,Unclassified,00:00,32
2168,41.9,-87.62,Accident,Unclassified,01:00,15
2169,41.9,-87.62,Accident,Unclassified,02:00,21
2170,41.9,-87.62,Accident,Unclassified,03:00,16
2171,41.9,-87.62,Accident,Unclassified,04:00,16
2172,41.9,-87.62,Accident,Unclassified,05:00,10
2173,41.9,-87.62,Accident,Unclassified,06:00,10
2174,41.9,-87.62,Accident,Unclassified,07:00,6
2175,41.9,-87.62,Accident,Unclassified,08:00,6
2176,41.9,-87.62,Accident,Unclassified,09:00,7
2177,41.9,-87.62,Accident,Unclassified,11:00,21
2178,41.9,-87.62,Accident,Unclassified,12:00,22
2179,41.9,-87.62,Accident,Unclassified,14:00,21
2180,41.9,-87.62,Accident,Unclassified,16:00,18
2181,41.9,-87.62,Accident,Unclassified,17:00,26
2182,41.9,-87.62,Accident,Unclassified,18:00,20
2183,41.9,-87.62,Accident,Unclassified,20:00,27
2184,41.9,-87.62,Accident,Unclassified,21:00,36
2185,41.9,-87.62,Accident,Unclassified,22:00,33
2186,41.9,-87.62,Accident,Unclassified,23:00,31
2187,41.9,-87.62,Hazard,Road Hazards,01:00,39
2188,41.9,-87.62,Hazard,Road Hazards,10:00,68
2189,41.9,-87.62,Hazard,Road Hazards,21:00,82
2190,41.9,-87.62,Hazard,Road Hazards,22:00,87
2191,41.9,-87.62,Hazard,Road Hazards,23:00,87
2192,41.9,-87.62,Hazard,Unclassified,19:00,8
2193,41.9,-87.62,Hazard,Weather Hazards,01:00,3
2194,41.9,-87.62,Hazard,Weather Hazards,04:00,8
2195,41.9,-87.62,Hazard,Weather Hazards,10:00,12
2196,41.9,-87.62,Hazard,Weather Hazards,11:00,9
2197,41.9,-87.62,Hazard,Weather Hazards,16:00,4
2198,41.9,-87.62,Hazard,Weather Hazards,18:00,5
2199,41.9,-87.62,Hazard,Weather Hazards,21:00,7
2200,41.9,-87.62,Hazard,Weather Hazards,22:00,5
2201,41.9,-87.62,Jam,Stand Still Traffic,03:00,31
2202,41.9,-87.62,Jam,Stand Still Traffic,17:00,119
2203,41.9,-87.62,Jam,Stand Still Traffic,18:00,131
2204,41.9,-87.62,Jam,Stand Still Traffic,19:00,177
2205,41.9,-87.62,Jam,Stand Still Traffic,20:00,204
2206,41.9,-87.62,Jam,Stand Still Traffic,21:00,237
2207,41.9,-87.62,Jam,Stand Still Traffic,22:00,313
2208,41.9,-87.62,Jam,Stand Still Traffic,23:00,174
2209,41.9,-87.62,Jam,Unclassified,02:00,17
2210,41.9,-87.62,Jam,Unclassified,03:00,21
2211,41.9,-87.62,Jam,Unclassified,04:00,12
2212,41.9,-87.62,Jam,Unclassified,18:00,43
2213,41.9,-87.62,Jam,Unclassified,22:00,48
2214,41.9,-87.62,Road Closures,Unclassified,06:00,5
2215,41.9,-87.62,Road Closures,Unclassified,08:00,3
2216,41.9,-87.62,Road Closures,Unclassified,09:00,2
2217,41.9,-87.62,Road Closures,Unclassified,10:00,2
2218,41.91,-87.71,Road Closures,Construction,22:00,1
2219,41.91,-87.67,Accident,Major,03:00,6
2220,41.91,-87.67,Accident,Minor,01:00,3
2221,41.91,-87.67,Accident,Unclassified,01:00,11
2222,41.91,-87.67,Accident,Unclassified,02:00,10
2223,41.91,-87.67,Accident,Unclassified,16:00,12
2224,41.91,-87.67,Hazard,Weather Hazards,02:00,3
2225,41.91,-87.67,Jam,Moderate Traffic,03:00,2
2226,41.91,-87.67,Jam,Moderate Traffic,21:00,9
2227,41.91,-87.67,Jam,Unclassified,09:00,3
2228,41.91,-87.67,Road Closures,Unclassified,05:00,7
2229,41.91,-87.66,Accident,Major,01:00,5
2230,41.91,-87.66,Accident,Minor,18:00,3
2231,41.91,-87.66,Accident,Minor,19:00,3
2232,41.91,-87.66,Accident,Unclassified,01:00,12
2233,41.91,-87.66,Accident,Unclassified,03:00,14
2234,41.91,-87.66,Hazard,Road Hazards,00:00,50
2235,41.91,-87.66,Jam,Heavy Traffic,00:00,115
2236,41.91,-87.66,Jam,Heavy Traffic,01:00,87
2237,41.91,-87.66,Jam,Heavy Traffic,02:00,83
2238,41.91,-87.66,Jam,Heavy Traffic,03:00,82
2239,41.91,-87.66,Jam,Heavy Traffic,04:00,40
2240,41.91,-87.66,Jam,Heavy Traffic,05:00,9
2241,41.91,-87.66,Jam,Heavy Traffic,06:00,3
2242,41.91,-87.66,Jam,Heavy Traffic,08:00,2
2243,41.91,-87.66,Jam,Heavy Traffic,20:00,224
2244,41.91,-87.66,Jam,Moderate Traffic,14:00,6
2245,41.91,-87.66,Jam,Moderate Traffic,16:00,5
2246,41.91,-87.66,Jam,Moderate Traffic,17:00,5
2247,41.91,-87.66,Jam,Stand Still Traffic,01:00,46
2248,41.91,-87.66,Jam,Stand Still Traffic,02:00,39
2249,41.91,-87.66,Jam,Stand Still Traffic,03:00,44
2250,41.91,-87.66,Jam,Stand Still Traffic,04:00,30
2251,41.91,-87.66,Jam,Stand Still Traffic,05:00,11
2252,41.91,-87.66,Jam,Stand Still Traffic,07:00,2
2253,41.91,-87.66,Jam,Stand Still Traffic,08:00,3
2254,41.91,-87.66,Jam,Unclassified,01:00,29
2255,41.91,-87.66,Jam,Unclassified,02:00,23
2256,41.91,-87.66,Jam,Unclassified,03:00,14
2257,41.91,-87.66,Jam,Unclassified,04:00,14
2258,41.91,-87.66,Jam,Unclassified,05:00,4
2259,41.91,-87.66,Jam,Unclassified,14:00,51
2260,41.91,-87.66,Jam,Unclassified,16:00,48
2261,41.91,-87.66,Jam,Unclassified,19:00,49
2262,41.91,-87.65,Hazard,Unclassified,15:00,4
2263,41.91,-87.64,Road Closures,Construction,12:00,1
2264,41.91,-87.63,Accident,Minor,00:00,4
2265,41.91,-87.63,Accident,Minor,08:00,2
2266,41.91,-87.63,Accident,Minor,10:00,3
2267,41.91,-87.63,Accident,Unclassified,01:00,11
2268,41.91,-87.63,Accident,Unclassified,08:00,5
2269,41.91,-87.63,Accident,Unclassified,23:00,22
2270,41.91,-87.63,Hazard,Road Hazards,12:00,91
2271,41.91,-87.63,Hazard,Weather Hazards,00:00,5
2272,41.91,-87.63,Hazard,Weather Hazards,01:00,4
2273,41.91,-87.63,Hazard,Weather Hazards,09:00,4
2274,41.91,-87.63,Hazard,Weather Hazards,10:00,7
2275,41.91,-87.63,Hazard,Weather Hazards,11:00,15
2276,41.91,-87.63,Hazard,Weather Hazards,12:00,12
2277,41.91,-87.63,Hazard,Weather Hazards,13:00,10
2278,41.91,-87.63,Hazard,Weather Hazards,14:00,8
2279,41.91,-87.63,Hazard,Weather Hazards,16:00,9
2280,41.91,-87.63,Hazard,Weather Hazards,18:00,6
2281,41.91,-87.63,Hazard,Weather Hazards,20:00,6
2282,41.91,-87.63,Hazard,Weather Hazards,21:00,9
2283,41.91,-87.63,Hazard,Weather Hazards,22:00,4
2284,41.91,-87.63,Road Closures,Event-Related Closure,09:00,1
2285,41.92,-87.81,Hazard,Unclassified,03:00,4
2286,41.92,-87.81,Jam,Light Traffic,16:00,1
2287,41.92,-87.76,Accident,Minor,04:00,2
2288,41.92,-87.71,Hazard,Weather Hazards,22:00,5
2289,41.92,-87.71,Road Closures,Unclassified,15:00,12
2290,41.92,-87.71,Road Closures,Unclassified,19:00,21
2291,41.92,-87.7,Hazard,Weather Hazards,23:00,4
2292,41.92,-87.7,Jam,Heavy Traffic,13:00,197
2293,41.92,-87.68,Accident,Minor,15:00,3
2294,41.92,-87.68,Jam,Heavy Traffic,01:00,63
2295,41.92,-87.68,Jam,Heavy Traffic,02:00,40
2296,41.92,-87.68,Jam,Moderate Traffic,00:00,8
2297,41.92,-87.68,Jam,Moderate Traffic,12:00,5
2298,41.92,-87.68,Jam,Moderate Traffic,17:00,6
2299,41.92,-87.68,Jam,Moderate Traffic,20:00,12
2300,41.92,-87.68,Jam,Moderate Traffic,21:00,7
2301,41.92,-87.68,Jam,Stand Still Traffic,02:00,29
2302,41.92,-87.68,Jam,Stand Still Traffic,13:00,185
2303,41.92,-87.68,Jam,Unclassified,00:00,36
2304,41.92,-87.68,Jam,Unclassified,01:00,21
2305,41.92,-87.68,Jam,Unclassified,05:00,4
2306,41.92,-87.68,Jam,Unclassified,07:00,2
2307,41.92,-87.68,Jam,Unclassified,12:00,36
2308,41.92,-87.68,Jam,Unclassified,13:00,46
2309,41.92,-87.68,Jam,Unclassified,23:00,45
2310,41.92,-87.68,Road Closures,Unclassified,11:00,5
2311,41.92,-87.67,Accident,Minor,00:00,4
2312,41.92,-87.67,Accident,Minor,02:00,3
2313,41.92,-87.67,Accident,Minor,09:00,1
2314,41.92,-87.67,Accident,Minor,13:00,5
2315,41.92,-87.67,Accident,Minor,15:00,6
2316,41.92,-87.67,Accident,Minor,16:00,3
2317,41.92,-87.67,Accident,Minor,17:00,2
2318,41.92,-87.67,Accident,Unclassified,00:00,16
2319,41.92,-87.67,Accident,Unclassified,01:00,14
2320,41.92,-87.67,Accident,Unclassified,03:00,13
2321,41.92,-87.67,Accident,Unclassified,06:00,5
2322,41.92,-87.67,Accident,Unclassified,11:00,13
2323,41.92,-87.67,Hazard,Road Hazards,03:00,35
2324,41.92,-87.67,Hazard,Road Hazards,05:00,28
2325,41.92,-87.67,Hazard,Road Hazards,23:00,70
2326,41.92,-87.67,Hazard,Unclassified,16:00,2
2327,41.92,-87.67,Hazard,Unclassified,20:00,3
2328,41.92,-87.67,Hazard,Weather Hazards,00:00,6
2329,41.92,-87.67,Hazard,Weather Hazards,01:00,4
2330,41.92,-87.67,Hazard,Weather Hazards,21:00,7
2331,41.92,-87.67,Hazard,Weather Hazards,22:00,5
2332,41.92,-87.67,Jam,Heavy Traffic,01:00,62
2333,41.92,-87.67,Jam,Heavy Traffic,02:00,56
2334,41.92,-87.67,Jam,Heavy Traffic,03:00,47
2335,41.92,-87.67,Jam,Heavy Traffic,05:00,8
2336,41.92,-87.67,Jam,Heavy Traffic,13:00,166
2337,41.92,-87.67,Jam,Heavy Traffic,14:00,135
2338,41.92,-87.67,Jam,Heavy Traffic,20:00,249
2339,41.92,-87.67,Jam,Heavy Traffic,21:00,297
2340,41.92,-87.67,Jam,Heavy Traffic,22:00,279
2341,41.92,-87.67,Jam,Heavy Traffic,23:00,206
2342,41.92,-87.67,Jam,Moderate Traffic,01:00,7
2343,41.92,-87.67,Jam,Moderate Traffic,05:00,1
2344,41.92,-87.67,Jam,Moderate Traffic,11:00,3
2345,41.92,-87.67,Jam,Moderate Traffic,13:00,7
2346,41.92,-87.67,Jam,Moderate Traffic,14:00,7
2347,41.92,-87.67,Jam,Moderate Traffic,15:00,4
2348,41.92,-87.67,Jam,Moderate Traffic,16:00,6
2349,41.92,-87.67,Jam,Moderate Traffic,18:00,6
2350,41.92,-87.67,Jam,Moderate Traffic,20:00,12
2351,41.92,-87.67,Jam,Moderate Traffic,22:00,8
2352,41.92,-87.67,Jam,Moderate Traffic,23:00,7
2353,41.92,-87.67,Jam,Stand Still Traffic,01:00,43
2354,41.92,-87.67,Jam,Stand Still Traffic,02:00,30
2355,41.92,-87.67,Jam,Stand Still Traffic,07:00,2
2356,41.92,-87.67,Jam,Stand Still Traffic,08:00,2
2357,41.92,-87.67,Jam,Stand Still Traffic,13:00,186
2358,41.92,-87.67,Jam,Stand Still Traffic,21:00,255
2359,41.92,-87.67,Jam,Stand Still Traffic,22:00,264
2360,41.92,-87.67,Jam,Stand Still Traffic,23:00,167
2361,41.92,-87.67,Jam,Unclassified,00:00,30
2362,41.92,-87.67,Jam,Unclassified,01:00,26
2363,41.92,-87.67,Jam,Unclassified,02:00,19
2364,41.92,-87.67,Jam,Unclassified,03:00,17
2365,41.92,-87.67,Jam,Unclassified,04:00,11
2366,41.92,-87.67,Jam,Unclassified,07:00,2
2367,41.92,-87.67,Jam,Unclassified,08:00,2
2368,41.92,-87.67,Jam,Unclassified,13:00,38
2369,41.92,-87.67,Jam,Unclassified,14:00,36
2370,41.92,-87.67,Jam,Unclassified,19:00,47
2371,41.92,-87.67,Jam,Unclassified,20:00,52
2372,41.92,-87.67,Jam,Unclassified,21:00,68
2373,41.92,-87.67,Jam,Unclassified,22:00,53
2374,41.92,-87.67,Jam,Unclassified,23:00,46
2375,41.92,-87.66,Jam,Stand Still Traffic,21:00,239
2376,41.92,-87.66,Jam,Stand Still Traffic,22:00,269
2377,41.92,-87.66,Jam,Unclassified,21:00,45
2378,41.92,-87.66,Road Closures,Construction,19:00,1
2379,41.92,-87.64,Road Closures,Construction,18:00,1
2380,41.92,-87.63,Hazard,Weather Hazards,10:00,6
2381,41.92,-87.63,Hazard,Weather Hazards,19:00,6
2382,41.92,-87.63,Road Closures,Event-Related Closure,06:00,4
2383,41.92,-87.63,Road Closures,Event-Related Closure,09:00,2
2384,41.92,-87.63,Road Closures,Event-Related Closure,10:00,3
2385,41.93,-87.7,Accident,Unclassified,12:00,16
2386,41.93,-87.7,Accident,Unclassified,13:00,18
2387,41.93,-87.7,Accident,Unclassified,14:00,17
2388,41.93,-87.7,Accident,Unclassified,15:00,17
2389,41.93,-87.7,Hazard,Road Hazards,13:00,90
2390,41.93,-87.7,Hazard,Road Hazards,21:00,85
2391,41.93,-87.7,Jam,Heavy Traffic,09:00,3
2392,41.93,-87.7,Jam,Heavy Traffic,13:00,292
2393,41.93,-87.7,Jam,Heavy Traffic,21:00,361
2394,41.93,-87.7,Jam,Heavy Traffic,22:00,206
2395,41.93,-87.7,Jam,Moderate Traffic,13:00,6
2396,41.93,-87.7,Jam,Moderate Traffic,14:00,7
2397,41.93,-87.7,Jam,Unclassified,21:00,47
2398,41.93,-87.69,Accident,Minor,12:00,3
2399,41.93,-87.69,Accident,Minor,13:00,4
2400,41.93,-87.69,Accident,Minor,14:00,5
2401,41.93,-87.69,Accident,Unclassified,20:00,27
2402,41.93,-87.69,Hazard,Road Hazards,01:00,43
2403,41.93,-87.69,Hazard,Shoulder Hazards,00:00,117
2404,41.93,-87.69,Hazard,Weather Hazards,02:00,4
2405,41.93,-87.69,Jam,Heavy Traffic,00:00,110
2406,41.93,-87.69,Jam,Heavy Traffic,01:00,61
2407,41.93,-87.69,Jam,Heavy Traffic,12:00,182
2408,41.93,-87.69,Jam,Heavy Traffic,14:00,134
2409,41.93,-87.69,Jam,Heavy Traffic,15:00,144
2410,41.93,-87.69,Jam,Heavy Traffic,17:00,167
2411,41.93,-87.69,Jam,Heavy Traffic,18:00,162
2412,41.93,-87.69,Jam,Heavy Traffic,20:00,245
2413,41.93,-87.69,Jam,Heavy Traffic,21:00,262
2414,41.93,-87.69,Jam,Heavy Traffic,22:00,212
2415,41.93,-87.69,Jam,Heavy Traffic,23:00,183
2416,41.93,-87.69,Jam,Moderate Traffic,00:00,7
2417,41.93,-87.69,Jam,Moderate Traffic,15:00,5
2418,41.93,-87.69,Jam,Moderate Traffic,16:00,5
2419,41.93,-87.69,Jam,Moderate Traffic,19:00,8
2420,41.93,-87.69,Jam,Moderate Traffic,20:00,8
2421,41.93,-87.69,Jam,Moderate Traffic,22:00,8
2422,41.93,-87.69,Jam,Stand Still Traffic,13:00,191
2423,41.93,-87.69,Jam,Stand Still Traffic,14:00,114
2424,41.93,-87.69,Jam,Stand Still Traffic,17:00,111
2425,41.93,-87.69,Jam,Unclassified,00:00,35
2426,41.93,-87.69,Jam,Unclassified,06:00,3
2427,41.93,-87.69,Jam,Unclassified,11:00,30
2428,41.93,-87.69,Jam,Unclassified,12:00,37
2429,41.93,-87.69,Jam,Unclassified,13:00,37
2430,41.93,-87.69,Jam,Unclassified,15:00,34
2431,41.93,-87.69,Jam,Unclassified,16:00,40
2432,41.93,-87.69,Jam,Unclassified,20:00,53
2433,41.93,-87.69,Jam,Unclassified,21:00,54
2434,41.93,-87.69,Jam,Unclassified,22:00,54
2435,41.93,-87.69,Jam,Unclassified,23:00,42
2436,41.93,-87.68,Hazard,Unclassified,16:00,2
2437,41.93,-87.68,Jam,Moderate Traffic,15:00,4
2438,41.93,-87.68,Jam,Moderate Traffic,21:00,7
2439,41.93,-87.68,Jam,Moderate Traffic,22:00,7
2440,41.93,-87.67,Road Closures,Hazard-Related Closure,21:00,1
2441,41.93,-87.66,Jam,Unclassified,07:00,2
2442,41.93,-87.66,Road Closures,Unclassified,09:00,3
2443,41.93,-87.65,Road Closures,Construction,14:00,1
2444,41.93,-87.65,Road Closures,Unclassified,00:00,12
2445,41.93,-87.64,Road Closures,Event-Related Closure,03:00,27
2446,41.93,-87.63,Accident,Minor,10:00,2
2447,41.93,-87.63,Hazard,Weather Hazards,18:00,4
2448,41.93,-87.63,Hazard,Weather Hazards,19:00,6
2449,41.93,-87.63,Hazard,Weather Hazards,20:00,6
2450,41.93,-87.63,Road Closures,Construction,01:00,1
2451,41.93,-87.63,Road Closures,Unclassified,07:00,4
2452,41.94,-87.83,Hazard,Unclassified,16:00,2
2453,41.94,-87.79,Road Closures,Construction,14:00,1
2454,41.94,-87.74,Hazard,Weather Hazards,00:00,4
2455,41.94,-87.72,Jam,Stand Still Traffic,13:00,215
2456,41.94,-87.71,Accident,Major,10:00,4
2457,41.94,-87.71,Accident,Major,14:00,7
2458,41.94,-87.71,Accident,Minor,14:00,4
2459,41.94,-87.71,Accident,Minor,21:00,4
2460,41.94,-87.71,Accident,Unclassified,10:00,8
2461,41.94,-87.71,Accident,Unclassified,14:00,23
2462,41.94,-87.71,Accident,Unclassified,15:00,14
2463,41.94,-87.71,Hazard,Road Hazards,13:00,98
2464,41.94,-87.71,Hazard,Road Hazards,15:00,104
2465,41.94,-87.71,Hazard,Road Hazards,17:00,69
2466,41.94,-87.71,Hazard,Road Hazards,19:00,109
2467,41.94,-87.71,Hazard,Road Hazards,23:00,69
2468,41.94,-87.71,Hazard,Weather Hazards,03:00,6
2469,41.94,-87.71,Jam,Heavy Traffic,00:00,126
2470,41.94,-87.71,Jam,Heavy Traffic,11:00,110
2471,41.94,-87.71,Jam,Heavy Traffic,12:00,225
2472,41.94,-87.71,Jam,Heavy Traffic,13:00,240
2473,41.94,-87.71,Jam,Heavy Traffic,14:00,169
2474,41.94,-87.71,Jam,Heavy Traffic,15:00,174
2475,41.94,-87.71,Jam,Heavy Traffic,16:00,185
2476,41.94,-87.71,Jam,Heavy Traffic,17:00,175
2477,41.94,-87.71,Jam,Heavy Traffic,18:00,188
2478,41.94,-87.71,Jam,Heavy Traffic,19:00,188
2479,41.94,-87.71,Jam,Heavy Traffic,20:00,209
2480,41.94,-87.71,Jam,Heavy Traffic,21:00,247
2481,41.94,-87.71,Jam,Heavy Traffic,23:00,188
2482,41.94,-87.71,Jam,Moderate Traffic,19:00,6
2483,41.94,-87.71,Jam,Moderate Traffic,20:00,12
2484,41.94,-87.71,Jam,Moderate Traffic,22:00,9
2485,41.94,-87.71,Jam,Moderate Traffic,23:00,5
2486,41.94,-87.71,Jam,Stand Still Traffic,01:00,39
2487,41.94,-87.71,Jam,Stand Still Traffic,06:00,5
2488,41.94,-87.71,Jam,Stand Still Traffic,07:00,3
2489,41.94,-87.71,Jam,Stand Still Traffic,09:00,6
2490,41.94,-87.71,Jam,Stand Still Traffic,12:00,224
2491,41.94,-87.71,Jam,Stand Still Traffic,13:00,363
2492,41.94,-87.71,Jam,Stand Still Traffic,14:00,151
2493,41.94,-87.71,Jam,Stand Still Traffic,15:00,110
2494,41.94,-87.71,Jam,Stand Still Traffic,17:00,112
2495,41.94,-87.71,Jam,Unclassified,00:00,41
2496,41.94,-87.71,Jam,Unclassified,06:00,3
2497,41.94,-87.71,Jam,Unclassified,12:00,42
2498,41.94,-87.71,Jam,Unclassified,13:00,62
2499,41.94,-87.71,Jam,Unclassified,14:00,40
2500,41.94,-87.71,Jam,Unclassified,15:00,32
2501,41.94,-87.71,Jam,Unclassified,17:00,41
2502,41.94,-87.71,Jam,Unclassified,19:00,46
2503,41.94,-87.71,Jam,Unclassified,20:00,62
2504,41.94,-87.71,Jam,Unclassified,23:00,44
2505,41.94,-87.71,Road Closures,Construction,12:00,1
2506,41.94,-87.71,Road Closures,Unclassified,12:00,15
2507,41.94,-87.71,Road Closures,Unclassified,13:00,34
2508,41.94,-87.7,Jam,Heavy Traffic,13:00,214
2509,41.94,-87.7,Jam,Heavy Traffic,21:00,280
2510,41.94,-87.7,Jam,Moderate Traffic,13:00,8
2511,41.94,-87.7,Jam,Stand Still Traffic,09:00,3
2512,41.94,-87.7,Jam,Stand Still Traffic,13:00,215
2513,41.94,-87.7,Jam,Unclassified,12:00,45
2514,41.94,-87.67,Jam,Moderate Traffic,00:00,8
2515,41.94,-87.66,Road Closures,Construction,16:00,2
2516,41.94,-87.66,Road Closures,Construction,20:00,1
2517,41.94,-87.65,Jam,Heavy Traffic,06:00,4
2518,41.94,-87.65,Jam,Moderate Traffic,14:00,6
2519,41.94,-87.65,Jam,Moderate Traffic,23:00,5
2520,41.94,-87.65,Road Closures,Construction,01:00,2
2521,41.94,-87.65,Road Closures,Construction,03:00,1
2522,41.94,-87.65,Road Closures,Construction,19:00,1
2523,41.94,-87.65,Road Closures,Event-Related Closure,15:00,6
2524,41.94,-87.65,Road Closures,Unclassified,00:00,20
2525,41.94,-87.65,Road Closures,Unclassified,01:00,15
2526,41.94,-87.65,Road Closures,Unclassified,02:00,12
2527,41.94,-87.65,Road Closures,Unclassified,06:00,6
2528,41.94,-87.65,Road Closures,Unclassified,07:00,8
2529,41.94,-87.65,Road Closures,Unclassified,08:00,2
2530,41.94,-87.65,Road Closures,Unclassified,16:00,11
2531,41.94,-87.65,Road Closures,Unclassified,17:00,18
2532,41.94,-87.65,Road Closures,Unclassified,18:00,21
2533,41.94,-87.65,Road Closures,Unclassified,19:00,23
2534,41.94,-87.65,Road Closures,Unclassified,21:00,33
2535,41.94,-87.65,Road Closures,Unclassified,22:00,48
2536,41.94,-87.65,Road Closures,Unclassified,23:00,30
2537,41.94,-87.64,Hazard,Weather Hazards,10:00,5
2538,41.94,-87.64,Road Closures,Event-Related Closure,00:00,8
2539,41.94,-87.64,Road Closures,Event-Related Closure,02:00,19
2540,41.94,-87.64,Road Closures,Event-Related Closure,03:00,41
2541,41.94,-87.64,Road Closures,Event-Related Closure,04:00,9
2542,41.94,-87.64,Road Closures,Event-Related Closure,05:00,12
2543,41.94,-87.64,Road Closures,Event-Related Closure,06:00,3
2544,41.94,-87.64,Road Closures,Event-Related Closure,22:00,7
2545,41.94,-87.64,Road Closures,Event-Related Closure,23:00,3
2546,41.94,-87.64,Road Closures,Unclassified,02:00,11
2547,41.94,-87.64,Road Closures,Unclassified,03:00,11
2548,41.94,-87.64,Road Closures,Unclassified,04:00,6
2549,41.94,-87.64,Road Closures,Unclassified,06:00,8
2550,41.94,-87.64,Road Closures,Unclassified,07:00,5
2551,41.94,-87.64,Road Closures,Unclassified,23:00,17
